season,lg,team,abbreviation,playoffs,g,mp,opp_fg_per_100_poss,opp_fga_per_100_poss,opp_fg_percent,opp_x2p_per_100_poss,opp_x2pa_per_100_poss,opp_x2p_percent,opp_ft_per_100_poss,opp_fta_per_100_poss,opp_ft_percent,opp_orb_per_100_poss,opp_drb_per_100_poss,opp_trb_per_100_poss,opp_ast_per_100_poss,opp_stl_per_100_poss,opp_blk_per_100_poss,opp_tov_per_100_poss,opp_pf_per_100_poss,opp_pts_per_100_poss
2002,NBA,Phoenix Suns,PHO,False,82,19830,39.1,88.2,0.444,33.4,72.2,0.463,20.0,26.6,0.751,13.6,33.0,46.6,24.1,9.1,6.3,16.7,20.1,104.0
2002,NBA,Portland Trail Blazers,POR,True,82,19830,40.0,88.2,0.453,33.7,70.8,0.476,17.8,24.0,0.741,12.1,31.5,43.6,26.3,8.3,5.6,16.4,22.4,104.0
2002,NBA,Sacramento Kings,SAC,True,82,19755,39.8,90.4,0.44,34.9,75.8,0.46,16.7,22.4,0.744,13.5,33.3,46.8,23.4,8.0,4.9,15.8,23.2,101.1
2002,NBA,San Antonio Spurs,SAS,True,82,19855,38.7,91.0,0.426,33.7,76.1,0.443,17.2,22.2,0.777,13.5,32.6,46.1,20.7,8.5,5.7,16.0,25.5,99.7
2002,NBA,Seattle SuperSonics,SEA,True,82,19830,40.3,89.8,0.449,33.9,71.1,0.477,18.5,25.1,0.739,14.8,31.6,46.4,24.9,7.7,5.4,17.0,22.1,105.6
2002,NBA,Toronto Raptors,TOR,True,82,19755,38.6,87.5,0.441,33.4,72.6,0.461,20.7,27.5,0.752,13.6,33.3,47.0,22.3,8.6,5.4,17.1,22.1,103.1
2002,NBA,Utah Jazz,UTA,True,82,19830,37.2,83.4,0.447,31.0,67.1,0.462,23.9,31.0,0.771,12.4,29.6,42.0,21.3,10.0,7.3,18.4,27.7,104.6
2002,NBA,Washington Wizards,WAS,False,82,19730,40.7,90.0,0.452,34.9,73.6,0.474,19.2,25.5,0.755,13.2,32.7,45.9,25.0,7.9,5.7,15.1,23.6,106.4
2001,NBA,Atlanta Hawks,ATL,False,82,19730,38.7,87.4,0.442,33.4,73.1,0.457,21.8,28.5,0.765,13.6,33.5,47.1,23.0,9.2,6.8,16.0,22.4,104.3
2001,NBA,Boston Celtics,BOS,False,82,19830,38.4,83.6,0.459,32.8,68.3,0.48,21.4,28.5,0.75,11.6,34.6,46.3,24.6,8.5,5.8,18.3,24.9,103.7
2001,NBA,Charlotte Hornets,CHH,True,82,19880,37.4,87.8,0.426,32.1,73.2,0.439,19.5,25.8,0.756,12.0,32.9,44.9,23.6,8.3,5.1,16.3,23.9,99.5
2001,NBA,Chicago Bulls,CHI,False,82,19855,40.4,85.7,0.472,35.7,72.5,0.493,21.7,29.8,0.73,13.0,34.5,47.5,26.1,8.6,5.8,16.5,23.7,107.3
2001,NBA,Cleveland Cavaliers,CLE,False,82,19830,38.8,87.3,0.445,33.2,72.0,0.462,21.7,28.2,0.768,13.1,31.8,45.0,24.9,9.2,7.2,16.3,24.0,104.9
2001,NBA,Dallas Mavericks,DAL,True,82,19805,38.2,87.0,0.439,33.2,72.2,0.46,21.2,29.0,0.731,13.9,34.1,48.0,23.1,8.1,4.9,16.6,24.0,102.6
2001,NBA,Denver Nuggets,DEN,False,82,19780,40.4,90.5,0.446,34.9,75.3,0.464,20.2,26.8,0.753,13.3,34.6,47.9,26.7,7.7,6.5,14.1,23.0,106.3
2001,NBA,Detroit Pistons,DET,False,82,19855,38.0,87.4,0.434,32.5,71.7,0.453,20.4,27.7,0.736,12.9,34.1,47.0,23.7,8.5,5.1,16.3,26.3,101.8
2001,NBA,Golden State Warriors,GSW,False,82,19780,41.0,86.9,0.472,35.3,72.0,0.491,19.7,25.9,0.76,13.4,34.7,48.1,26.4,9.3,6.4,17.4,22.8,107.4
2001,NBA,Houston Rockets,HOU,False,82,19830,40.4,90.1,0.449,35.6,76.6,0.465,18.5,24.9,0.744,13.2,32.4,45.6,23.2,8.1,5.4,14.6,23.7,104.2
2001,NBA,Indiana Pacers,IND,True,82,19980,38.0,89.8,0.423,32.9,74.7,0.441,21.1,27.9,0.758,14.0,33.5,47.5,22.8,7.9,5.2,15.0,25.3,102.2
2001,NBA,Los Angeles Clippers,LAC,False,82,20030,40.0,90.9,0.44,35.3,76.5,0.461,19.7,26.5,0.743,13.9,32.6,46.5,23.9,8.5,5.5,14.0,24.0,104.5
2001,NBA,Los Angeles Lakers,LAL,True,82,19905,39.2,89.6,0.438,33.8,74.2,0.455,21.0,27.8,0.754,12.9,31.6,44.5,21.8,8.1,4.3,14.1,26.3,104.8
2001,NBA,Miami Heat,MIA,True,82,19880,37.4,86.8,0.431,32.5,71.7,0.452,18.6,25.2,0.737,12.7,35.0,47.7,19.7,8.3,5.9,17.7,25.3,98.5
2001,NBA,Milwaukee Bucks,MIL,True,82,19780,38.3,87.3,0.439,32.6,70.8,0.46,22.1,28.8,0.768,13.4,32.8,46.1,24.8,7.8,4.6,16.8,23.4,104.6
2001,NBA,Minnesota Timberwolves,MIN,True,82,19830,39.2,86.8,0.452,34.6,73.7,0.47,20.7,28.5,0.724,12.7,33.0,45.8,24.2,7.7,4.7,16.4,21.8,103.7
2001,NBA,New Jersey Nets,NJN,False,82,19730,38.9,85.5,0.455,33.2,69.7,0.477,22.0,29.6,0.746,13.3,34.7,48.0,24.4,8.2,6.9,17.3,23.9,105.5
2001,NBA,New York Knicks,NYK,True,82,19905,35.7,85.7,0.417,29.5,68.1,0.434,20.6,28.0,0.733,12.1,33.6,45.8,21.9,8.3,4.7,16.9,24.4,98.2
2001,NBA,Orlando Magic,ORL,True,82,19955,36.5,83.9,0.435,31.8,70.2,0.453,24.3,33.1,0.735,13.7,33.7,47.4,23.1,9.0,5.7,18.2,25.1,102.1
2001,NBA,Philadelphia 76ers,PHI,True,82,19855,38.3,89.4,0.429,32.6,72.7,0.448,16.6,22.1,0.749,13.1,31.6,44.7,23.6,9.0,6.1,16.8,25.9,98.9
2001,NBA,Phoenix Suns,PHO,True,82,19805,36.3,83.6,0.435,32.1,71.4,0.449,21.1,27.7,0.761,11.7,33.7,45.4,21.5,8.9,5.4,18.6,23.7,98.0
2001,NBA,Portland Trail Blazers,POR,True,82,19780,38.4,87.6,0.438,32.8,72.6,0.452,19.5,26.3,0.744,12.9,30.5,43.3,23.8,8.8,4.4,16.6,23.7,101.8
2001,NBA,Sacramento Kings,SAC,True,82,20080,39.1,90.4,0.432,34.0,76.1,0.447,16.3,21.8,0.749,14.2,33.5,47.7,23.0,8.4,6.0,16.9,22.4,99.6
2001,NBA,San Antonio Spurs,SAS,True,82,19830,38.3,91.5,0.419,33.7,77.4,0.435,16.7,22.5,0.741,13.1,32.9,45.9,21.8,8.1,5.8,15.0,26.3,98.0
2001,NBA,Seattle SuperSonics,SEA,False,82,19805,40.7,89.8,0.453,34.5,71.9,0.48,17.9,24.1,0.742,13.8,32.2,46.0,25.9,8.6,6.7,16.3,24.0,105.6
2001,NBA,Toronto Raptors,TOR,True,82,19955,39.8,88.9,0.447,34.8,75.1,0.463,18.8,25.0,0.754,12.2,33.2,45.5,22.4,7.4,5.8,15.3,23.7,103.4
2001,NBA,Utah Jazz,UTA,True,82,19780,36.1,82.1,0.439,30.5,66.0,0.462,24.7,32.3,0.765,11.8,29.5,41.3,21.1,9.4,6.1,17.8,27.1,102.4
2001,NBA,Vancouver Grizzlies,VAN,False,82,19780,41.6,89.9,0.463,36.4,75.7,0.482,17.4,23.8,0.732,13.9,33.5,47.5,25.6,9.4,6.3,16.1,23.4,105.8
2001,NBA,Washington Wizards,WAS,False,82,19680,40.8,86.8,0.47,35.1,72.4,0.485,20.5,27.5,0.747,12.3,31.7,44.0,25.0,9.1,6.7,16.2,26.0,107.8
2000,NBA,Atlanta Hawks,ATL,False,82,19830,42.4,93.1,0.455,37.4,79.7,0.469,18.2,23.7,0.769,13.9,32.6,46.5,24.9,8.6,5.3,13.2,24.1,107.9
2000,NBA,Boston Celtics,BOS,False,82,19730,38.1,81.1,0.47,33.4,68.3,0.49,24.8,33.0,0.753,11.0,32.6,43.6,23.1,8.2,6.1,17.9,24.8,105.6
2000,NBA,Charlotte Hornets,CHH,True,82,19780,39.4,88.0,0.448,34.1,74.0,0.461,17.4,23.3,0.745,12.5,32.9,45.4,24.6,7.8,5.4,16.8,26.8,101.4
2000,NBA,Chicago Bulls,CHI,False,82,19805,39.5,86.7,0.456,34.7,72.4,0.478,20.8,28.0,0.741,13.5,32.7,46.3,25.8,11.6,6.2,16.9,26.6,104.6
2000,NBA,Cleveland Cavaliers,CLE,False,82,19855,37.7,85.1,0.443,32.4,69.6,0.465,23.4,30.1,0.776,12.8,32.7,45.5,24.5,8.3,6.3,17.5,26.0,104.0
2000,NBA,Dallas Mavericks,DAL,False,82,19730,41.3,90.4,0.457,35.8,74.4,0.481,19.0,25.7,0.74,16.0,34.8,50.9,24.4,7.7,5.3,16.9,23.2,107.2
2000,NBA,Denver Nuggets,DEN,False,82,19855,39.9,88.7,0.45,34.8,74.3,0.469,20.8,27.7,0.751,13.1,33.2,46.4,25.6,7.9,5.9,15.0,24.7,105.8
2000,NBA,Detroit Pistons,DET,True,82,19830,39.5,84.8,0.465,33.7,69.2,0.486,21.1,28.3,0.746,12.3,31.7,44.0,24.0,8.2,5.0,17.7,28.1,105.8
2000,NBA,Golden State Warriors,GSW,False,82,19755,40.3,86.3,0.467,34.9,71.5,0.488,22.3,29.6,0.754,13.9,34.3,48.2,25.9,8.8,6.3,17.0,24.0,108.4
2000,NBA,Houston Rockets,HOU,False,82,19830,41.4,90.9,0.456,37.0,78.2,0.473,18.3,23.5,0.779,13.2,31.5,44.7,23.9,9.4,5.6,14.5,23.6,105.7
2000,NBA,Indiana Pacers,IND,True,82,19730,40.7,91.2,0.446,36.4,78.1,0.466,18.0,23.8,0.755,13.6,33.3,46.9,22.7,8.0,4.2,14.7,25.0,103.6
2000,NBA,Los Angeles Clippers,LAC,False,82,19705,42.5,89.2,0.477,37.1,75.2,0.494,19.6,26.5,0.741,13.5,35.0,48.5,25.6,8.1,4.9,15.2,22.4,110.1
2000,NBA,Los Angeles Lakers,LAL,True,82,19805,36.8,88.6,0.416,32.0,73.8,0.434,19.7,26.5,0.742,13.1,32.9,45.9,20.7,8.1,4.5,15.5,27.3,98.2
2000,NBA,Miami Heat,MIA,True,82,19830,37.5,89.0,0.422,32.0,73.8,0.434,20.4,27.3,0.748,13.1,31.6,44.7,21.4,8.4,4.9,15.5,24.2,101.0
2000,NBA,Milwaukee Bucks,MIL,True,82,19855,39.5,86.6,0.457,32.6,68.9,0.473,22.0,29.2,0.752,13.5,30.9,44.4,25.9,8.3,4.4,17.0,24.4,107.9
2000,NBA,Minnesota Timberwolves,MIN,True,82,19905,38.4,86.4,0.445,33.4,72.4,0.462,21.6,28.7,0.752,12.0,32.1,44.1,22.8,7.8,4.5,16.2,22.1,103.4
2000,NBA,New Jersey Nets,NJN,False,82,19830,40.9,88.2,0.464,36.1,74.9,0.481,19.7,26.3,0.747,14.8,34.8,49.5,24.4,7.4,6.1,17.9,24.5,106.3
2000,NBA,New York Knicks,NYK,True,82,19830,36.8,86.8,0.424,31.3,70.6,0.444,21.8,29.2,0.747,12.6,33.1,45.7,21.8,8.2,4.8,15.8,24.4,100.9
2000,NBA,Orlando Magic,ORL,False,82,19755,38.4,86.4,0.445,33.0,70.4,0.469,19.6,26.3,0.745,13.7,30.9,44.5,24.9,9.0,5.9,18.6,25.1,101.7
2000,NBA,Philadelphia 76ers,PHI,True,82,19830,37.4,86.1,0.435,32.0,70.8,0.452,19.7,26.1,0.755,13.9,32.7,46.6,23.9,8.2,6.9,18.9,25.8,100.0
2000,NBA,Phoenix Suns,PHO,True,82,19805,36.4,85.9,0.424,31.2,71.1,0.439,21.0,28.4,0.739,13.8,31.8,45.6,21.9,9.4,5.5,18.3,23.1,99.0
2000,NBA,Portland Trail Blazers,POR,True,82,19780,38.1,88.5,0.431,32.8,72.4,0.453,19.2,26.8,0.716,13.2,30.0,43.2,23.0,8.8,4.7,16.0,25.3,100.8
2000,NBA,Sacramento Kings,SAC,True,82,19805,39.9,88.4,0.452,35.1,74.6,0.47,17.5,23.3,0.751,14.0,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.1
2000,NBA,San Antonio Spurs,SAS,True,82,19855,38.4,90.3,0.425,33.7,76.5,0.44,17.0,23.0,0.739,13.1,32.1,45.2,22.2,8.6,5.7,15.7,25.2,98.6
2000,NBA,Seattle SuperSonics,SEA,True,82,19780,40.7,90.2,0.451,35.0,73.4,0.477,17.5,23.3,0.748,14.1,33.9,48.0,25.2,7.7,5.6,16.3,23.9,104.6
2000,NBA,Toronto Raptors,TOR,True,82,19755,39.4,86.9,0.454,34.9,73.5,0.475,21.4,28.1,0.764,12.6,33.5,46.2,23.5,7.3,5.7,16.4,24.6,104.9
2000,NBA,Utah Jazz,UTA,True,82,19755,37.7,84.6,0.446,32.4,69.7,0.465,21.7,29.0,0.746,12.0,30.3,42.3,22.0,8.0,5.6,17.2,27.4,102.3
2000,NBA,Vancouver Grizzlies,VAN,False,82,19855,41.7,87.9,0.474,36.9,73.5,0.502,20.3,26.4,0.769,12.9,31.0,43.9,25.7,9.6,6.9,16.4,25.4,108.5
2000,NBA,Washington Wizards,WAS,False,82,19805,39.3,85.6,0.459,34.2,71.8,0.476,23.4,31.4,0.744,12.6,31.6,44.2,23.4,9.0,6.6,16.0,25.7,107.0
1999,NBA,Atlanta Hawks,ATL,True,50,12075,37.2,90.2,0.413,32.8,75.4,0.435,18.3,25.1,0.729,13.5,31.9,45.4,20.8,8.8,5.7,15.7,28.0,97.1
1999,NBA,Boston Celtics,BOS,False,50,12150,37.2,84.1,0.443,33.5,72.0,0.465,24.1,32.5,0.742,13.9,33.3,47.2,22.0,10.0,5.5,18.2,21.6,102.4
1999,NBA,Charlotte Hornets,CHH,False,50,12150,38.3,88.1,0.434,33.6,74.1,0.454,21.1,28.8,0.734,14.4,32.8,47.3,24.0,9.8,5.1,16.8,25.3,102.4
1999,NBA,Chicago Bulls,CHI,False,50,12075,38.9,85.4,0.455,34.2,71.6,0.477,20.6,28.1,0.733,12.4,35.4,47.8,24.8,10.0,6.4,17.6,24.2,103.0
1999,NBA,Cleveland Cavaliers,CLE,False,50,12050,36.8,84.5,0.436,31.4,68.9,0.455,22.5,30.3,0.743,13.6,32.4,46.0,24.3,9.0,6.5,18.9,27.6,101.6
1999,NBA,Dallas Mavericks,DAL,False,50,12075,40.5,90.1,0.45,35.7,74.8,0.477,19.1,26.6,0.717,14.7,33.9,48.6,24.0,8.1,5.4,15.6,23.3,104.9
1999,NBA,Denver Nuggets,DEN,False,50,12025,41.6,88.6,0.469,36.4,74.5,0.488,22.0,29.5,0.745,13.7,33.1,46.8,25.9,8.7,6.0,15.5,24.3,110.4
1999,NBA,Detroit Pistons,DET,True,50,12050,36.6,84.0,0.436,31.1,68.2,0.456,21.7,30.4,0.715,12.6,31.8,44.4,24.1,9.8,5.2,17.8,25.7,100.3
1999,NBA,Golden State Warriors,GSW,False,50,12125,36.0,85.7,0.42,31.7,72.9,0.435,24.8,34.1,0.728,14.6,33.5,48.1,22.8,8.9,6.8,16.4,22.9,101.1
1999,NBA,Houston Rockets,HOU,True,50,12075,40.1,92.6,0.434,35.0,78.1,0.448,17.4,23.8,0.734,14.9,31.1,46.0,23.1,9.9,5.5,14.6,23.1,102.9
1999,NBA,Indiana Pacers,IND,True,50,12100,39.2,90.4,0.434,34.4,75.8,0.454,21.3,28.2,0.756,14.4,32.7,47.1,21.9,8.2,5.5,15.0,25.9,104.4
1999,NBA,Los Angeles Clippers,LAC,False,50,12125,40.5,85.4,0.474,35.6,71.5,0.498,23.8,32.0,0.746,14.2,33.3,47.5,24.4,9.3,6.4,17.3,23.1,109.7
1999,NBA,Los Angeles Lakers,LAL,True,50,12050,38.2,86.8,0.441,33.5,72.6,0.462,23.1,32.6,0.709,13.6,30.5,44.1,23.1,8.9,4.3,15.6,27.6,104.3
1999,NBA,Miami Heat,MIA,True,50,12025,36.8,89.6,0.411,31.9,75.3,0.423,20.2,27.5,0.737,14.6,31.6,46.2,20.1,9.1,4.4,15.9,25.9,98.9
1999,NBA,Milwaukee Bucks,MIL,True,50,12050,36.6,85.7,0.427,30.4,67.1,0.453,23.6,31.3,0.752,15.0,32.0,47.0,23.3,9.1,4.4,19.0,23.3,103.0
1999,NBA,Minnesota Timberwolves,MIN,True,50,12025,36.8,83.8,0.439,32.2,69.5,0.463,23.1,32.2,0.718,13.0,34.3,47.2,24.4,8.0,5.7,18.3,22.3,101.5
1999,NBA,New Jersey Nets,NJN,False,50,12050,39.1,86.4,0.453,34.3,72.2,0.475,20.5,28.3,0.727,13.6,34.4,48.0,21.1,8.6,7.1,17.7,23.6,103.6
1999,NBA,New York Knicks,NYK,True,50,12100,34.9,86.5,0.403,29.5,71.4,0.414,22.4,30.5,0.733,14.1,32.6,46.6,21.1,9.7,4.9,17.5,23.6,97.5
1999,NBA,Orlando Magic,ORL,True,50,12050,38.3,86.5,0.443,33.1,71.5,0.463,15.6,22.1,0.707,13.3,31.9,45.3,23.3,10.5,5.4,19.4,24.9,97.4
1999,NBA,Philadelphia 76ers,PHI,True,50,12150,35.6,84.3,0.423,30.3,68.4,0.443,21.0,28.7,0.731,13.8,31.3,45.0,22.3,9.7,5.9,20.0,26.4,97.6
1999,NBA,Phoenix Suns,PHO,True,50,12050,39.2,87.1,0.45,33.2,70.4,0.472,18.8,27.1,0.694,13.6,33.3,46.9,23.5,9.1,4.5,18.0,23.6,103.3
1999,NBA,Portland Trail Blazers,POR,True,50,12175,36.3,87.0,0.417,31.5,71.8,0.438,20.2,27.9,0.725,13.6,30.7,44.3,21.3,9.1,5.4,17.3,25.2,97.7
1999,NBA,Sacramento Kings,SAC,True,50,12200,41.2,92.2,0.446,36.7,78.9,0.465,16.3,22.8,0.712,15.4,32.8,48.1,23.9,10.0,4.5,16.2,22.6,103.1
1999,NBA,San Antonio Spurs,SAS,True,50,12075,36.6,91.1,0.402,32.8,78.5,0.417,18.0,25.7,0.701,15.6,31.5,47.2,21.1,9.8,5.4,16.4,25.7,95.0
1999,NBA,Seattle SuperSonics,SEA,False,50,12100,40.7,89.1,0.457,34.8,72.2,0.483,19.0,26.3,0.722,14.4,32.0,46.4,24.6,8.8,5.0,16.5,25.8,106.2
1999,NBA,Toronto Raptors,TOR,False,50,12075,37.9,86.3,0.439,32.2,71.0,0.454,22.3,30.6,0.728,13.7,31.2,44.9,24.5,10.0,5.8,17.3,24.4,103.9
1999,NBA,Utah Jazz,UTA,True,50,12175,36.2,87.6,0.413,31.3,72.5,0.432,21.2,29.4,0.721,14.4,29.3,43.7,20.5,9.8,6.0,16.9,29.7,98.4
1999,NBA,Vancouver Grizzlies,VAN,False,50,12175,40.1,86.7,0.463,35.1,72.3,0.485,22.6,31.0,0.729,14.9,32.2,47.1,26.3,10.8,7.3,17.2,25.8,107.9
1999,NBA,Washington Wizards,WAS,False,50,12050,37.8,84.9,0.446,33.0,71.2,0.464,23.2,31.5,0.736,13.7,33.7,47.4,23.9,8.9,4.7,17.6,24.1,103.7
1998,NBA,Atlanta Hawks,ATL,True,82,19880,40.8,92.2,0.442,36.0,78.2,0.46,17.9,24.4,0.735,14.9,29.6,44.5,24.1,8.5,5.1,15.4,26.1,104.3
1998,NBA,Boston Celtics,BOS,False,82,19730,37.3,78.0,0.479,33.4,65.7,0.509,26.8,35.9,0.745,13.2,31.9,45.1,23.8,9.1,5.3,22.0,22.4,105.3
1998,NBA,Charlotte Hornets,CHH,True,82,19780,40.4,87.1,0.464,35.4,72.7,0.487,19.5,26.7,0.731,13.1,30.7,43.8,24.5,7.9,5.0,16.8,25.8,105.3
1998,NBA,Chicago Bulls,CHI,True,82,19855,38.0,88.0,0.431,33.5,74.2,0.452,19.4,26.6,0.729,13.8,30.4,44.2,21.7,8.9,4.8,17.2,24.1,99.8
1998,NBA,Cleveland Cavaliers,CLE,True,82,19830,36.2,83.7,0.433,31.6,70.3,0.45,22.1,29.3,0.755,12.8,30.0,42.8,24.1,9.5,6.1,19.4,25.6,99.1
1998,NBA,Dallas Mavericks,DAL,False,82,19905,42.1,91.4,0.46,36.9,76.3,0.484,17.9,25.0,0.714,16.4,35.4,51.8,25.2,8.8,5.0,16.6,21.6,107.2
1998,NBA,Denver Nuggets,DEN,False,82,19730,40.9,86.4,0.473,35.2,71.4,0.493,24.6,32.7,0.754,14.9,32.6,47.4,26.9,9.0,7.3,16.9,24.2,112.1
1998,NBA,Detroit Pistons,DET,False,82,19955,38.7,86.9,0.445,33.8,71.9,0.469,21.1,28.3,0.746,13.5,31.8,45.3,23.9,8.8,5.2,17.2,25.5,103.5
1998,NBA,Golden State Warriors,GSW,False,82,19830,39.6,89.2,0.444,35.2,76.5,0.46,22.1,30.3,0.729,15.0,33.6,48.6,26.6,10.0,6.3,15.3,21.7,105.7
1998,NBA,Houston Rockets,HOU,True,82,19830,42.2,90.0,0.469,36.8,75.1,0.489,18.7,25.2,0.744,13.8,30.9,44.8,25.5,9.7,4.9,15.6,23.2,108.6
1998,NBA,Indiana Pacers,IND,True,82,19830,38.4,88.8,0.432,34.6,76.9,0.45,21.0,28.9,0.728,15.3,31.0,46.4,21.9,8.9,5.0,17.1,25.4,101.5
1998,NBA,Los Angeles Clippers,LAC,False,82,19780,42.5,89.7,0.474,38.1,77.6,0.491,21.8,29.8,0.734,15.4,32.4,47.8,24.0,9.5,5.4,15.2,22.9,111.2
1998,NBA,Los Angeles Lakers,LAL,True,82,19830,38.6,88.0,0.439,33.7,74.1,0.455,21.6,29.5,0.732,14.5,30.3,44.8,23.8,8.5,5.5,16.6,27.8,103.7
1998,NBA,Miami Heat,MIA,True,82,19755,37.6,87.8,0.428,33.4,75.1,0.445,22.5,30.3,0.744,14.6,30.8,45.5,22.5,8.8,5.1,16.8,25.6,102.0
1998,NBA,Milwaukee Bucks,MIL,False,82,19930,38.9,84.4,0.461,34.8,72.0,0.484,23.8,32.0,0.743,13.4,30.2,43.6,23.3,10.2,5.3,18.0,24.1,105.6
1998,NBA,Minnesota Timberwolves,MIN,True,82,19930,40.0,89.2,0.448,34.4,73.5,0.468,21.4,28.9,0.742,14.5,31.4,45.9,24.8,7.9,5.4,16.0,24.2,107.1
1998,NBA,New Jersey Nets,NJN,True,82,19880,40.0,84.9,0.471,35.3,71.3,0.495,21.9,29.3,0.748,14.3,30.7,45.0,23.5,8.2,6.8,19.7,26.8,106.6
1998,NBA,New York Knicks,NYK,True,82,19830,36.0,84.1,0.428,31.5,69.8,0.451,23.7,31.6,0.75,11.7,32.1,43.8,21.7,9.0,4.3,16.9,23.4,100.3
1998,NBA,Orlando Magic,ORL,False,82,19830,40.7,89.7,0.454,36.4,76.3,0.476,18.1,24.6,0.736,15.1,31.5,46.6,24.2,10.4,5.4,17.5,25.9,103.8
1998,NBA,Philadelphia 76ers,PHI,False,82,19755,39.0,86.5,0.451,33.9,71.5,0.474,22.2,30.4,0.73,15.0,31.4,46.4,25.9,10.3,6.8,17.7,25.6,105.4
1998,NBA,Phoenix Suns,PHO,True,82,19955,38.4,87.1,0.442,33.3,72.7,0.458,19.7,27.0,0.732,13.8,30.8,44.6,23.7,9.5,4.2,17.9,23.3,101.8
1998,NBA,Portland Trail Blazers,POR,True,82,19830,37.8,87.7,0.431,32.8,73.1,0.449,21.9,30.3,0.722,13.6,29.6,43.2,23.7,10.4,6.0,15.6,24.5,102.4
1998,NBA,Sacramento Kings,SAC,False,82,19730,40.9,89.5,0.457,36.3,76.7,0.473,20.6,27.8,0.742,15.3,33.4,48.7,24.1,9.2,6.2,16.6,23.4,106.9
1998,NBA,San Antonio Spurs,SAS,True,82,19830,37.5,91.1,0.411,32.8,77.0,0.426,19.8,26.8,0.74,13.9,30.6,44.5,21.3,10.0,5.2,14.3,25.3,99.4
1998,NBA,Seattle SuperSonics,SEA,True,82,19755,39.2,87.8,0.446,33.5,70.4,0.476,19.6,27.1,0.724,15.4,31.3,46.7,24.7,8.7,5.5,18.9,24.7,103.6
1998,NBA,Toronto Raptors,TOR,False,82,19930,42.5,88.7,0.479,37.4,75.3,0.496,20.8,29.8,0.7,16.5,32.6,49.1,28.8,9.6,6.7,17.8,22.7,111.0
1998,NBA,Utah Jazz,UTA,True,82,19780,38.2,87.0,0.439,32.7,71.7,0.457,23.5,31.1,0.757,13.4,27.4,40.8,23.0,8.8,5.8,15.7,29.0,105.4
1998,NBA,Vancouver Grizzlies,VAN,False,82,19830,42.4,89.3,0.475,36.8,74.7,0.493,21.5,29.3,0.732,15.1,31.0,46.0,27.6,11.0,7.1,15.3,24.1,112.0
1998,NBA,Washington Wizards,WAS,False,82,19805,39.3,86.3,0.455,34.7,73.4,0.472,21.4,28.7,0.747,13.6,32.6,46.2,22.8,8.3,4.9,17.5,25.4,104.5
1997,NBA,Atlanta Hawks,ATL,True,82,19805,39.1,90.0,0.435,32.4,70.5,0.459,17.2,23.4,0.737,14.6,31.1,45.6,23.2,8.4,4.6,17.7,24.4,102.3
1997,NBA,Boston Celtics,BOS,False,82,19905,42.4,84.3,0.503,36.2,67.3,0.537,20.5,28.4,0.72,12.7,33.1,45.7,26.8,9.1,7.0,18.2,23.0,111.4
1997,NBA,Charlotte Hornets,CHH,True,82,19805,41.8,91.0,0.46,35.2,72.3,0.486,18.6,25.4,0.73,14.7,30.9,45.6,24.4,7.3,4.6,15.6,24.4,108.9
1997,NBA,Chicago Bulls,CHI,True,82,19730,39.2,89.9,0.436,32.8,70.9,0.463,17.6,23.9,0.737,14.7,29.8,44.5,21.9,8.4,3.9,17.5,23.4,102.4
1997,NBA,Cleveland Cavaliers,CLE,False,82,19855,36.3,82.2,0.441,29.6,64.3,0.46,23.1,31.2,0.742,12.3,31.9,44.2,24.0,8.0,5.1,19.4,25.5,102.4
1997,NBA,Dallas Mavericks,DAL,False,82,19805,40.4,88.1,0.458,33.0,68.4,0.483,20.2,26.9,0.751,14.9,33.0,48.0,24.4,9.4,5.9,17.5,23.4,108.2
1997,NBA,Denver Nuggets,DEN,False,82,19930,43.0,92.0,0.467,36.7,76.0,0.482,19.0,25.3,0.75,14.2,32.0,46.2,24.1,9.4,5.9,13.8,22.5,111.2
1997,NBA,Detroit Pistons,DET,True,82,19830,39.6,89.2,0.444,32.1,68.7,0.467,17.6,23.9,0.737,13.8,32.4,46.2,25.7,7.0,4.0,17.1,25.5,104.4
1997,NBA,Golden State Warriors,GSW,False,82,19905,42.0,88.3,0.475,34.3,67.9,0.506,20.7,27.6,0.75,14.3,29.8,44.1,28.3,10.8,5.2,16.9,24.7,112.2
1997,NBA,Houston Rockets,HOU,True,82,19855,40.0,90.3,0.443,33.1,69.9,0.474,17.2,23.6,0.729,13.6,30.8,44.3,24.2,9.6,4.8,15.5,22.9,104.0
1997,NBA,Indiana Pacers,IND,False,82,19930,37.9,86.0,0.44,31.1,66.5,0.468,22.2,29.5,0.753,13.6,30.6,44.2,23.5,9.4,5.7,17.4,26.4,104.7
1997,NBA,Los Angeles Clippers,LAC,True,82,19930,39.2,85.0,0.462,32.9,67.2,0.489,22.8,30.5,0.749,13.9,32.3,46.2,21.8,9.7,5.5,18.1,24.5,107.6
1997,NBA,Los Angeles Lakers,LAL,True,82,19930,38.6,87.5,0.441,32.3,69.2,0.466,20.2,28.1,0.718,14.7,31.3,46.0,24.8,8.2,5.1,17.7,25.6,103.7
1997,NBA,Miami Heat,MIA,True,82,19805,36.9,85.5,0.432,31.3,69.9,0.447,21.2,28.9,0.731,13.7,31.9,45.6,20.8,8.9,5.4,18.2,25.1,100.6
